rental_id,vehicle_id,customer_id,pickup_location_id,return_location_id,handled_by_employee,pickup_date,expected_return_date,actual_return_date,rental_status,daily_rate_applied,total_amount,rental_days,make,model,fuel_type,transmission,category_name,customer_name,membership_type,gender,location_id,pickup_location,pickup_city,rental_month,rental_year,month_name,day_of_week,is_late_return,late_days,revenue_per_day
109,137,81,1,1,4,2025-12-31,2026-01-10,2026-01-14,Completed,3050.0,27450.0,14,Mahindra,XUV700,Diesel,Manual,Suv,Henry Sani,Gold,Male,1,Jaipur Central Hub,Jaipur,2025-12,2025,December,Wednesday,1,4,1960.7142857142858
110,121,238,6,6,30,2025-12-28,2026-01-04,2026-01-04,Completed,1900.0,11305.0,7,Honda,City,Petrol,Automatic,Sedan,Lakshmi Mann,Platinum,Female,6,Bengaluru Whitefield Branch,Bengaluru,2025-12,2025,December,Sunday,0,0,1615.0
111,17,487,3,3,12,2025-04-09,2025-04-10,2025-04-10,Completed,1250.0,1187.5,1,Tata,Tiago,Petrol,Automatic,Hatchback,Naksh Rama,Silver,Male,3,Delhi Airport Branch,New Delhi,2025-04,2025,April,Wednesday,0,0,1187.5
112,143,666,4,4,19,2026-03-26,2026-03-27,2026-03-27,Completed,2400.0,2280.0,1,Honda,City,Petrol,Manual,Sedan,Manan Chatterjee,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2026-03,2026,March,Thursday,0,0,2280.0
113,178,606,6,6,30,2024-03-08,2024-03-11,2024-03-11,Completed,2150.0,5805.0,3,Honda,City,Petrol,Automatic,Sedan,Oscar Nagarajan,Gold,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-03,2024,March,Friday,0,0,1935.0
114,125,118,10,10,50,2025-12-29,2026-01-01,2026-01-01,Completed,5600.0,16800.0,3,BMW,5 Series,Petrol,Automatic,Luxury,Ojasvi Korpal,Regular,Female,10,Lucknow Branch,Lucknow,2025-12,2025,December,Monday,0,0,5600.0
115,98,336,10,10,46,2025-12-02,2025-12-05,2025-12-06,Completed,2100.0,5985.0,4,Skoda,Slavia,Petrol,Automatic,Sedan,Aryan Mannan,Silver,Male,10,Lucknow Branch,Lucknow,2025-12,2025,December,Tuesday,1,1,1496.25
116,158,592,2,2,8,2025-06-28,2025-07-01,2025-07-01,Completed,2350.0,6345.0,3,Hyundai,Verna,Petrol,Automatic,Sedan,Imaran Rama,Gold,Male,2,Udaipur City Branch,Udaipur,2025-06,2025,June,Saturday,0,0,2115.0
117,16,379,5,5,21,2024-05-10,2024-05-17,2024-05-17,Completed,1550.0,10307.5,7,Tata,Tiago,Petrol,Automatic,Hatchback,Akshay Nazareth,Silver,Other,5,Pune Station Branch,Pune,2024-05,2024,May,Friday,0,0,1472.5
118,152,404,10,10,49,2024-08-28,2024-09-01,2024-09-01,Completed,3700.0,13320.0,4,Toyota,Innova Crysta,Diesel,Automatic,Van,Amol Saini,Gold,Male,10,Lucknow Branch,Lucknow,2024-08,2024,August,Wednesday,0,0,3330.0
119,107,158,10,10,47,2026-05-13,2026-05-15,2026-05-16,Completed,3700.0,7400.0,3,Toyota,Fortuner,Diesel,Automatic,Suv,Chakradhar Kar,Regular,Male,10,Lucknow Branch,Lucknow,2026-05,2026,May,Wednesday,1,1,2466.6666666666665
120,36,658,9,9,45,2025-03-23,2025-03-28,2025-03-27,Completed,8600.0,40850.0,4,BMW,5 Series,Petrol,Manual,Luxury,Charan Amble,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2025-03,2025,March,Sunday,0,0,10212.5
121,48,435,10,10,47,2025-01-28,2025-02-01,2025-02-01,Completed,2050.0,8200.0,4,Skoda,Slavia,Petrol,Automatic,Sedan,Damyanti Char,Regular,Female,10,Lucknow Branch,Lucknow,2025-01,2025,January,Tuesday,0,0,2050.0
122,149,494,10,9,48,2025-12-22,2026-01-01,2026-01-02,Completed,3850.0,38500.0,11,Hyundai,Creta,Diesel,Manual,Suv,Rehaan Tiwari,Regular,Male,10,Lucknow Branch,Lucknow,2025-12,2025,December,Monday,1,1,3500.0
123,163,553,5,5,21,2025-11-15,2025-11-20,2025-11-20,Completed,1950.0,9262.5,5,Hyundai,Verna,Petrol,Automatic,Sedan,Isaac Nagy,Silver,Male,5,Pune Station Branch,Pune,2025-11,2025,November,Saturday,0,0,1852.5
124,43,37,10,10,48,2026-03-28,2026-04-01,2026-04-01,Completed,2250.0,9000.0,4,Skoda,Slavia,Petrol,Automatic,Sedan,Tanveer Pandya,Regular,Male,10,Lucknow Branch,Lucknow,2026-03,2026,March,Saturday,0,0,2250.0
125,160,28,1,9,1,2024-02-22,2024-02-24,2024-02-24,Completed,1650.0,2970.0,2,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Brijesh Sunder,Gold,Male,1,Jaipur Central Hub,Jaipur,2024-02,2024,February,Thursday,0,0,1485.0
126,155,179,2,2,9,2024-01-15,2024-01-22,2024-01-24,Completed,2350.0,14805.0,9,Hyundai,Verna,Petrol,Automatic,Sedan,Yadavi Dhar,Gold,Female,2,Udaipur City Branch,Udaipur,2024-01,2024,January,Monday,1,2,1645.0
127,127,771,9,9,42,2025-09-01,2025-09-15,2025-09-15,Completed,2000.0,28000.0,14,Honda,City,Petrol,Manual,Sedan,Hitesh Sachar,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2025-09,2025,September,Monday,0,0,2000.0
128,30,54,6,6,28,2024-02-25,2024-02-26,2024-02-26,Completed,3500.0,3325.0,1,Toyota,Fortuner,Diesel,Automatic,Suv,Bakhshi Konda,Silver,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-02,2024,February,Sunday,0,0,3325.0
129,112,13,5,5,24,2024-09-25,2024-09-27,2024-09-27,Completed,2650.0,5300.0,2,Mahindra,XUV700,Diesel,Automatic,Suv,Ranveer Madan,Regular,Male,5,Pune Station Branch,Pune,2024-09,2024,September,Wednesday,0,0,2650.0
130,167,879,3,3,11,2026-05-14,2026-05-16,2026-05-15,Completed,1800.0,3420.0,1,Honda,City,Petrol,Manual,Sedan,Nikita Pau,Silver,Female,3,Delhi Airport Branch,New Delhi,2026-05,2026,May,Thursday,0,0,3420.0
131,50,533,4,4,17,2025-11-19,2025-11-21,2025-11-22,Completed,4100.0,7380.0,3,Mahindra,XUV700,Diesel,Manual,Suv,Manbir Bhagat,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2025-11,2025,November,Wednesday,1,1,2460.0
133,153,673,2,2,10,2025-09-26,2025-10-02,2025-10-02,Completed,2550.0,15300.0,6,Hyundai,Verna,Petrol,Manual,Sedan,Ekbal Mutti,Regular,Male,2,Udaipur City Branch,Udaipur,2025-09,2025,September,Friday,0,0,2550.0
134,166,580,9,9,41,2025-11-03,2025-11-08,2025-11-07,Completed,2500.0,12500.0,4,Honda,City,Petrol,Automatic,Sedan,Devansh Chanda,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2025-11,2025,November,Monday,0,0,3125.0
135,178,684,6,6,27,2024-10-10,2024-10-15,2024-10-15,Completed,2150.0,10212.5,5,Honda,City,Petrol,Automatic,Sedan,Adya Kari,Silver,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-10,2024,October,Thursday,0,0,2042.5
136,113,72,3,3,15,2024-09-21,2024-09-24,2024-09-24,Completed,2250.0,6412.5,3,Honda,City,Petrol,Manual,Sedan,Akshay D’Alia,Silver,Male,3,Delhi Airport Branch,New Delhi,2024-09,2024,September,Saturday,0,0,2137.5
138,164,1,1,1,3,2025-05-24,2025-05-31,2025-05-30,Completed,2450.0,17150.0,6,Hyundai,Verna,Petrol,Automatic,Sedan,Amaira Maharaj,Regular,Female,1,Jaipur Central Hub,Jaipur,2025-05,2025,May,Saturday,0,0,2858.3333333333335
139,18,554,4,4,19,2025-05-04,2025-05-06,2025-05-06,Completed,2200.0,4180.0,2,Skoda,Slavia,Petrol,Manual,Sedan,Krishna Brahmbhatt,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-05,2025,May,Sunday,0,0,2090.0
140,88,83,8,8,38,2025-01-09,2025-01-15,2025-01-16,Completed,3700.0,21090.0,7,Hyundai,Creta,Diesel,Automatic,Suv,Frado Chad,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-01,2025,January,Thursday,1,1,3012.8571428571427
141,28,646,9,9,44,2025-12-13,2025-12-17,2025-12-19,Completed,1550.0,5580.0,6,Hyundai,i10,Petrol,Manual,Hatchback,Ekansh Viswanathan,Gold,Male,9,Ahmedabad Branch,Ahmedabad,2025-12,2025,December,Saturday,1,2,930.0
142,139,659,1,1,4,2025-05-15,2025-05-17,2025-05-20,Completed,2400.0,4800.0,5,Honda,City,Petrol,Manual,Sedan,Lohit Misra,Regular,Male,1,Jaipur Central Hub,Jaipur,2025-05,2025,May,Thursday,1,3,960.0
143,168,684,1,1,5,2025-02-19,2025-02-22,2025-02-22,Completed,1900.0,5415.0,3,Hyundai,Verna,Petrol,Automatic,Sedan,Adya Kari,Silver,Female,1,Jaipur Central Hub,Jaipur,2025-02,2025,February,Wednesday,0,0,1805.0
144,159,47,4,4,16,2024-01-20,2024-01-22,2024-01-25,Completed,2050.0,4100.0,5,Hyundai,Verna,Petrol,Manual,Sedan,Ayush Trivedi,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2024-01,2024,January,Saturday,1,3,820.0
145,17,838,3,10,15,2024-06-23,2024-06-28,2024-06-27,Completed,1250.0,6250.0,4,Tata,Tiago,Petrol,Automatic,Hatchback,Omkaar Shanker,Regular,Male,3,Delhi Airport Branch,New Delhi,2024-06,2024,June,Sunday,0,0,1562.5
146,31,701,10,10,47,2025-11-25,2025-11-28,2025-11-28,Completed,2150.0,5805.0,3,Skoda,Slavia,Petrol,Automatic,Sedan,Chakradhar Pradhan,Gold,Male,10,Lucknow Branch,Lucknow,2025-11,2025,November,Tuesday,0,0,1935.0
147,142,169,3,3,11,2024-06-21,2024-06-24,2024-06-23,Completed,2300.0,6555.0,2,Honda,City,Petrol,Manual,Sedan,Daksha Sarraf,Silver,Female,3,Delhi Airport Branch,New Delhi,2024-06,2024,June,Friday,0,0,3277.5
148,46,92,9,9,43,2024-03-23,2024-03-27,2024-03-26,Completed,1550.0,5890.0,3,Tata,Tiago,Petrol,Automatic,Hatchback,Wazir Sengupta,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2024-03,2024,March,Saturday,0,0,1963.3333333333333
149,106,245,5,5,21,2024-10-04,2024-10-11,2024-10-11,Completed,2550.0,16957.5,7,Skoda,Slavia,Petrol,Manual,Sedan,Rudra Mukherjee,Silver,Male,5,Pune Station Branch,Pune,2024-10,2024,October,Friday,0,0,2422.5
150,61,197,3,3,11,2025-03-04,2025-03-05,2025-03-05,Completed,3150.0,2992.5,1,Toyota,Innova Crysta,Diesel,Automatic,Van,Nidhi Rege,Silver,Female,3,Delhi Airport Branch,New Delhi,2025-03,2025,March,Tuesday,0,0,2992.5
151,29,816,10,10,49,2024-10-10,2024-10-11,2024-10-12,Completed,1700.0,1530.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Yoshita Amble,Gold,Female,10,Lucknow Branch,Lucknow,2024-10,2024,October,Thursday,1,1,765.0
152,158,825,2,2,6,2025-03-21,2025-03-27,2025-03-27,Completed,2350.0,12690.0,6,Hyundai,Verna,Petrol,Automatic,Sedan,Elijah Sinha,Gold,Male,2,Udaipur City Branch,Udaipur,2025-03,2025,March,Friday,0,0,2115.0
153,61,739,3,3,14,2024-04-28,2024-05-01,2024-05-01,Completed,3150.0,8505.0,3,Toyota,Innova Crysta,Diesel,Automatic,Van,Samar Bali,Gold,Other,3,Delhi Airport Branch,New Delhi,2024-04,2024,April,Sunday,0,0,2835.0
154,106,891,5,5,21,2024-04-10,2024-04-11,2024-04-10,Completed,2550.0,2295.0,0,Skoda,Slavia,Petrol,Manual,Sedan,Aarna Kaul,Gold,Female,5,Pune Station Branch,Pune,2024-04,2024,April,Wednesday,0,0,2295.0
155,35,469,2,2,8,2024-07-01,2024-07-05,2024-07-06,Completed,3950.0,15010.0,5,Kia,Seltos,Diesel,Automatic,Suv,Faraj Sampath,Silver,Male,2,Udaipur City Branch,Udaipur,2024-07,2024,July,Monday,1,1,3002.0
156,88,226,8,8,40,2025-04-14,2025-04-20,2025-04-20,Completed,3700.0,22200.0,6,Hyundai,Creta,Diesel,Automatic,Suv,Dakshesh Mallick,Regular,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-04,2025,April,Monday,0,0,3700.0
157,4,748,1,1,2,2026-05-07,2026-05-10,2026-05-10,Completed,1450.0,3697.5,3,Hyundai,i10,Petrol,Manual,Hatchback,Ganga Naidu,Platinum,Female,1,Jaipur Central Hub,Jaipur,2026-05,2026,May,Thursday,0,0,1232.5
158,121,752,6,9,29,2024-02-15,2024-02-20,2024-02-20,Completed,1900.0,9500.0,5,Honda,City,Petrol,Automatic,Sedan,Oni Patel,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-02,2024,February,Thursday,0,0,1900.0
160,118,879,8,8,39,2025-11-16,2025-11-19,2025-11-23,Completed,2150.0,6127.5,7,Skoda,Slavia,Petrol,Manual,Sedan,Nikita Pau,Silver,Female,8,Hyderabad Hitech Branch,Hyderabad,2025-11,2025,November,Sunday,1,4,875.3571428571429
161,1,882,9,9,43,2025-04-20,2025-04-24,2025-04-24,Completed,3000.0,11400.0,4,Hyundai,Creta,Diesel,Automatic,Suv,William Mistry,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2025-04,2025,April,Sunday,0,0,2850.0
162,176,83,5,5,21,2026-03-24,2026-03-28,2026-03-28,Completed,1300.0,4940.0,4,Hyundai,i10,Petrol,Manual,Hatchback,Frado Chad,Silver,Male,5,Pune Station Branch,Pune,2026-03,2026,March,Tuesday,0,0,1235.0
163,94,376,3,3,11,2025-04-21,2025-04-22,2025-04-22,Completed,1850.0,1850.0,1,Honda,City,Petrol,Automatic,Sedan,Lucky Sha,Regular,Male,3,Delhi Airport Branch,New Delhi,2025-04,2025,April,Monday,0,0,1850.0
164,149,893,10,10,47,2025-10-26,2025-11-05,2025-11-04,Completed,3850.0,38500.0,9,Hyundai,Creta,Diesel,Manual,Suv,Vedika Balay,Regular,Female,10,Lucknow Branch,Lucknow,2025-10,2025,October,Sunday,0,0,4277.777777777777
165,135,850,5,5,25,2025-04-08,2025-04-09,2025-04-09,Completed,1250.0,1187.5,1,Hyundai,i10,Petrol,Manual,Hatchback,Vasudha Dara,Silver,Female,5,Pune Station Branch,Pune,2025-04,2025,April,Tuesday,0,0,1187.5
166,46,296,9,3,43,2024-03-23,2024-04-02,2024-04-04,Completed,1550.0,14725.0,12,Tata,Tiago,Petrol,Automatic,Hatchback,Lajita Bansal,Silver,Female,9,Ahmedabad Branch,Ahmedabad,2024-03,2024,March,Saturday,1,2,1227.0833333333333
167,175,555,3,3,14,2024-01-24,2024-01-31,2024-01-31,Completed,1950.0,12967.5,7,Hyundai,Verna,Petrol,Automatic,Sedan,Gaurav Kapoor,Silver,Male,3,Delhi Airport Branch,New Delhi,2024-01,2024,January,Wednesday,0,0,1852.5
168,168,662,1,1,5,2025-02-25,2025-03-02,2025-03-02,Completed,1900.0,9025.0,5,Hyundai,Verna,Petrol,Automatic,Sedan,Tamanna Nagarajan,Silver,Female,1,Jaipur Central Hub,Jaipur,2025-02,2025,February,Tuesday,0,0,1805.0
169,59,496,10,10,46,2024-06-24,2024-06-26,2024-06-26,Completed,1450.0,2900.0,2,Hyundai,i10,Petrol,Manual,Hatchback,Januja Master,Regular,Female,10,Lucknow Branch,Lucknow,2024-06,2024,June,Monday,0,0,1450.0
170,45,860,4,4,17,2024-10-19,2024-10-23,2024-10-26,Completed,3000.0,12000.0,7,Toyota,Innova Crysta,Diesel,Manual,Van,Vyanjana Char,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2024-10,2024,October,Saturday,1,3,1714.2857142857142
171,9,682,4,4,18,2024-07-07,2024-07-09,2024-07-09,Completed,5650.0,10170.0,2,BMW,5 Series,Petrol,Manual,Luxury,Tamanna Venkatesh,Gold,Other,4,Mumbai Andheri Branch,Mumbai,2024-07,2024,July,Sunday,0,0,5085.0
172,118,328,8,8,40,2026-02-25,2026-02-26,2026-02-26,Completed,2150.0,2042.5,1,Skoda,Slavia,Petrol,Manual,Sedan,Ansh Balakrishnan,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2026-02,2026,February,Wednesday,0,0,2042.5
173,145,747,3,3,11,2025-11-13,2025-11-20,2025-11-20,Completed,3250.0,21612.5,7,Toyota,Fortuner,Diesel,Automatic,Suv,Aarnav Narayanan,Silver,Male,3,Delhi Airport Branch,New Delhi,2025-11,2025,November,Thursday,0,0,3087.5
174,57,457,7,7,35,2025-02-15,2025-02-17,2025-02-17,Completed,1600.0,3040.0,2,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Krish Mitra,Silver,Male,7,Chennai Central Branch,Chennai,2025-02,2025,February,Saturday,0,0,1520.0
175,115,694,7,9,34,2024-01-24,2024-01-28,2024-01-28,Completed,1650.0,5940.0,4,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Wridesh Narayanan,Gold,Male,7,Chennai Central Branch,Chennai,2024-01,2024,January,Wednesday,0,0,1485.0
176,95,396,3,3,13,2026-01-03,2026-01-05,2026-01-05,Completed,3350.0,6030.0,2,Mahindra,XUV700,Diesel,Manual,Suv,Ayushman Biswas,Gold,Male,3,Delhi Airport Branch,New Delhi,2026-01,2026,January,Saturday,0,0,3015.0
177,109,747,1,1,5,2025-03-01,2025-03-07,2025-03-10,Completed,3050.0,17385.0,9,Mahindra,XUV700,Diesel,Automatic,Suv,Aarnav Narayanan,Silver,Male,1,Jaipur Central Hub,Jaipur,2025-03,2025,March,Saturday,1,3,1931.6666666666667
178,105,655,2,2,10,2025-01-19,2025-01-26,2025-01-26,Completed,2250.0,14962.5,7,Honda,City,Petrol,Manual,Sedan,Jasmit Krishnan,Silver,Female,2,Udaipur City Branch,Udaipur,2025-01,2025,January,Sunday,0,0,2137.5
179,78,855,10,10,49,2025-07-21,2025-07-24,2025-07-24,Completed,3950.0,11257.5,3,Hyundai,Kona Electric,Electric,Manual,Electric,Dominic Karnik,Silver,Male,10,Lucknow Branch,Lucknow,2025-07,2025,July,Monday,0,0,3752.5
181,18,614,4,4,20,2026-02-22,2026-02-27,2026-02-26,Completed,2200.0,9900.0,4,Skoda,Slavia,Petrol,Manual,Sedan,Charita Nigam,Gold,Female,4,Mumbai Andheri Branch,Mumbai,2026-02,2026,February,Sunday,0,0,2475.0
182,5,866,10,10,47,2025-06-08,2025-06-10,2025-06-10,Completed,3050.0,5490.0,2,Toyota,Fortuner,Diesel,Manual,Suv,Chaaya Edwin,Gold,Female,10,Lucknow Branch,Lucknow,2025-06,2025,June,Sunday,0,0,2745.0
183,92,50,1,1,1,2025-03-05,2025-03-07,2025-03-07,Completed,3450.0,6555.0,2,Toyota,Fortuner,Diesel,Manual,Suv,Leena Jayaraman,Silver,Female,1,Jaipur Central Hub,Jaipur,2025-03,2025,March,Wednesday,0,0,3277.5
184,81,847,7,7,33,2025-07-10,2025-07-16,2025-07-16,Completed,3200.0,17280.0,6,Kia,Seltos,Diesel,Automatic,Suv,Xiti Maharaj,Gold,Female,7,Chennai Central Branch,Chennai,2025-07,2025,July,Thursday,0,0,2880.0
185,73,382,2,2,7,2024-01-14,2024-01-19,2024-01-21,Completed,2300.0,10350.0,7,Honda,City,Petrol,Automatic,Sedan,Jeet Ahuja,Gold,Male,2,Udaipur City Branch,Udaipur,2024-01,2024,January,Sunday,1,2,1478.5714285714287
186,142,720,3,8,11,2026-05-16,2026-05-21,2026-05-22,Completed,2300.0,10925.0,6,Honda,City,Petrol,Manual,Sedan,Raagini Manne,Silver,Female,3,Delhi Airport Branch,New Delhi,2026-05,2026,May,Saturday,1,1,1820.8333333333333
188,33,878,9,9,43,2026-04-14,2026-04-18,2026-04-19,Completed,2300.0,9200.0,5,Skoda,Slavia,Petrol,Automatic,Sedan,Prisha Subramaniam,Regular,Female,9,Ahmedabad Branch,Ahmedabad,2026-04,2026,April,Tuesday,1,1,1840.0
189,124,776,3,3,11,2024-03-20,2024-03-23,2024-03-23,Completed,6100.0,18300.0,3,BMW,5 Series,Petrol,Manual,Luxury,Chandresh Mane,Regular,Male,3,Delhi Airport Branch,New Delhi,2024-03,2024,March,Wednesday,0,0,6100.0
190,3,773,6,6,30,2024-03-08,2024-03-09,2024-03-09,Completed,1800.0,1800.0,1,Hyundai,Verna,Petrol,Automatic,Sedan,Dakshesh Golla,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-03,2024,March,Friday,0,0,1800.0
191,72,594,4,4,20,2026-05-16,2026-05-18,2026-05-18,Completed,2000.0,3600.0,2,Skoda,Slavia,Petrol,Automatic,Sedan,Akshay Pandey,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2026-05,2026,May,Saturday,0,0,1800.0
192,50,289,4,4,16,2025-06-25,2025-06-26,2025-06-28,Completed,4100.0,3485.0,3,Mahindra,XUV700,Diesel,Manual,Suv,Robert Singhal,Platinum,Male,4,Mumbai Andheri Branch,Mumbai,2025-06,2025,June,Wednesday,1,2,1161.6666666666667
193,48,451,10,6,49,2025-01-10,2025-01-14,2025-01-13,Completed,2050.0,7380.0,3,Skoda,Slavia,Petrol,Automatic,Sedan,Robert Nadig,Gold,Male,10,Lucknow Branch,Lucknow,2025-01,2025,January,Friday,0,0,2460.0
194,35,508,2,2,10,2025-04-22,2025-04-27,2025-05-01,Completed,3950.0,16787.5,9,Kia,Seltos,Diesel,Automatic,Suv,Shravya Suri,Platinum,Female,2,Udaipur City Branch,Udaipur,2025-04,2025,April,Tuesday,1,4,1865.2777777777778
195,114,232,8,8,39,2026-01-23,2026-01-26,2026-01-30,Completed,6700.0,18090.0,7,Mercedes-Benz,E-Class,Petrol,Automatic,Luxury,Atharv Dugal,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2026-01,2026,January,Friday,1,4,2584.285714285714
196,27,406,10,10,46,2025-11-21,2025-11-24,2025-11-24,Completed,3400.0,10200.0,3,Hyundai,Kona Electric,Electric,Automatic,Electric,Arunima Konda,Regular,Female,10,Lucknow Branch,Lucknow,2025-11,2025,November,Friday,0,0,3400.0
197,51,347,4,4,19,2024-03-07,2024-03-08,2024-03-07,Completed,1650.0,1650.0,0,Hyundai,i10,Petrol,Automatic,Hatchback,Arin Barad,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2024-03,2024,March,Thursday,0,0,1650.0
198,165,410,9,9,44,2025-08-30,2025-09-01,2025-09-01,Completed,3450.0,6210.0,2,Toyota,Innova Crysta,Diesel,Automatic,Van,Unni Tandon,Gold,Female,9,Ahmedabad Branch,Ahmedabad,2025-08,2025,August,Saturday,0,0,3105.0
199,161,138,3,3,11,2025-05-16,2025-05-17,2025-05-19,Completed,3250.0,3250.0,3,Toyota,Innova Crysta,Diesel,Automatic,Van,Michael Bhasin,Regular,Male,3,Delhi Airport Branch,New Delhi,2025-05,2025,May,Friday,1,2,1083.3333333333333
200,25,779,3,3,14,2024-11-06,2024-11-07,2024-11-06,Completed,1600.0,1520.0,0,Tata,Tiago,Petrol,Manual,Hatchback,Jatin Kant,Silver,Male,3,Delhi Airport Branch,New Delhi,2024-11,2024,November,Wednesday,0,0,1520.0
201,111,122,2,2,9,2026-02-21,2026-02-23,2026-02-25,Completed,1600.0,3040.0,4,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Abdul Varughese,Silver,Male,2,Udaipur City Branch,Udaipur,2026-02,2026,February,Saturday,1,2,760.0
202,126,442,8,8,39,2026-06-24,2026-06-25,2026-06-24,Completed,1450.0,1450.0,0,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Amol Gola,Regular,Male,8,Hyderabad Hitech Branch,Hyderabad,2026-06,2026,June,Wednesday,0,0,1450.0
203,41,519,6,6,30,2025-04-26,2025-04-27,2025-04-27,Completed,5650.0,5650.0,1,BMW,5 Series,Petrol,Manual,Luxury,Pranit Krishna,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-04,2025,April,Saturday,0,0,5650.0
205,25,439,3,3,13,2025-10-02,2025-10-04,2025-10-04,Completed,1600.0,3040.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Ayaan Andra,Silver,Male,3,Delhi Airport Branch,New Delhi,2025-10,2025,October,Thursday,0,0,1520.0
206,44,21,9,7,45,2024-03-08,2024-03-11,2024-03-11,Completed,1400.0,3990.0,3,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Zarna Krishnamurthy,Silver,Female,9,Ahmedabad Branch,Ahmedabad,2024-03,2024,March,Friday,0,0,1330.0
207,83,587,4,4,17,2025-01-21,2025-01-22,2025-01-22,Completed,3300.0,2970.0,1,Kia,Seltos,Diesel,Manual,Suv,Aditya Raja,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2025-01,2025,January,Tuesday,0,0,2970.0
209,58,640,10,10,46,2025-08-10,2025-08-15,2025-08-14,Completed,2150.0,10750.0,4,Honda,City,Petrol,Manual,Sedan,Arya Soman,Regular,Female,10,Lucknow Branch,Lucknow,2025-08,2025,August,Sunday,0,0,2687.5
210,130,824,9,9,43,2025-10-29,2025-10-31,2025-10-30,Completed,2150.0,4085.0,1,Skoda,Slavia,Petrol,Manual,Sedan,Faris Ramachandran,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2025-10,2025,October,Wednesday,0,0,4085.0
211,48,591,10,10,49,2025-10-04,2025-10-07,2025-10-06,Completed,2050.0,5535.0,2,Skoda,Slavia,Petrol,Automatic,Sedan,Fariq Chaudhry,Gold,Male,10,Lucknow Branch,Lucknow,2025-10,2025,October,Saturday,0,0,2767.5
212,119,152,7,7,33,2025-06-18,2025-06-20,2025-06-20,Completed,1450.0,2465.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Samesh Tandon,Platinum,Male,7,Chennai Central Branch,Chennai,2025-06,2025,June,Wednesday,0,0,1232.5
213,42,263,5,5,22,2026-04-23,2026-04-27,2026-04-27,Completed,8150.0,29340.0,4,BMW,5 Series,Petrol,Manual,Luxury,Mohammed Ramanathan,Gold,Male,5,Pune Station Branch,Pune,2026-04,2026,April,Thursday,0,0,7335.0
214,70,140,4,4,18,2024-02-07,2024-02-08,2024-02-09,Completed,3500.0,3325.0,2,Maruti Suzuki,Ertiga,Diesel,Manual,Van,Bishakha Dugar,Silver,Female,4,Mumbai Andheri Branch,Mumbai,2024-02,2024,February,Wednesday,1,1,1662.5
215,155,306,2,2,9,2024-02-26,2024-03-03,2024-03-03,Completed,2350.0,12690.0,6,Hyundai,Verna,Petrol,Automatic,Sedan,Amruta Dhar,Gold,Female,2,Udaipur City Branch,Udaipur,2024-02,2024,February,Monday,0,0,2115.0
216,129,124,10,10,50,2024-08-29,2024-09-01,2024-09-01,Completed,1900.0,5700.0,3,Honda,City,Petrol,Manual,Sedan,Udarsh Badal,Regular,Male,10,Lucknow Branch,Lucknow,2024-08,2024,August,Thursday,0,0,1900.0
217,100,826,8,8,39,2024-12-03,2024-12-08,2024-12-10,Completed,1400.0,5950.0,7,Tata,Tiago,Petrol,Automatic,Hatchback,Karan Kapadia,Platinum,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-12,2024,December,Tuesday,1,2,850.0
218,126,547,8,8,38,2026-06-02,2026-06-04,2026-06-04,Completed,1450.0,2755.0,2,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Dhriti Balan,Silver,Female,8,Hyderabad Hitech Branch,Hyderabad,2026-06,2026,June,Tuesday,0,0,1377.5
